expocode,start_date,end_date,map,legs,region,alias,ship,chief_scientist,carbon_PI,hydrography_PI,oxygen_PI,nutrients_PI,cfc_PI,organics_PI,isotopes_PI,other_pi,measurements,cruise_references,data_files,metadata_report,QC_details
IcelandSea,1985-02-22,2013-11-26,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/IcelandSea.jpg,IcelandSea Time Series Cruises,Arctic,IcelandSea,"A.Fridriksson, B.Saemundsson",J. Olafsson,J. Olafsson,J. Olafsson,J. Olafsson,,,,,,"CTDTMP, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, TCARBN, PCO2, PCO2_TMP, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/IcelandSea.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0100063/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0100063.html,https://glodapv2.geomar.de/adjustments/show/IcelandSea
OMEX1NS,1993-04,1995-11,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/OMEX1NS.jpg,OMEX1NS Time Series Cruises,Arctic,OMEX-1,Jan Mayen,K. Tande,,,,,,,,,"CTDTMP, CTDSAL, SILCAT, NITRAT, NITRIT, PHSPHT, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/OMEX1NS.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115677/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115677.html,https://glodapv2.geomar.de/adjustments/show/OMEX1NS
ZZIC2005SWYD,2005,2009,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117695/ZZIC2005SWYD.jpg,"ZZIC2005SWYD: Various aircraft to ice landing, SWITCHYARD",Arctic,SWITCHYARD,Various Aircrafts,"P. Schlosser, J. Swift, W. Smethie",,J.Swift,J.Swift,J.Swift,W. Smethie,,P. Schlosser,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, NH4, CFC-11, CFC-12, CFC113, SF6, TRITUM, TRITER, HELIUM, HELIER, DELHE3, DELHER, DELO18, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/ZZIC2005SWYD.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117695/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0117695.html,https://glodapv2.geomar.de/adjustments/show/ZZIC2005SWYD
06AQ20110805,2011-08-05,2011-10-06,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0176129,06AQ20110805,Arctic,ARK-XXVI/3,Polarstern,Ursula Schauer,"L.G. Anderson, A. Ulfsbo","Ursula Schauer, Ben Rabe",Ursula Schauer,G. Kattner,,"POC: M. Rutgers van der Loeff; DOM, DOC, DON: G. Dieckmann",,,"CTDTMP, CTDSAL, CDTOXY, SILCAT, NITRAT, NITRIT, PHSPHT, NH4, TCARBN, ALKALI, PH-TOT, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0176129/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0176129.html,https://glodapv2-2019.geomar.de/adjustments/show/06AQ20110805
06AQ20120614,2012-06-14,2012-07-15,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0162432,06AQ20120614,Arctic,ARK XXVII/1,Polarstern,A. Beszczynska-Möller,"Toste Tanhua, Mario Hoppema",Agnieszka Beszczynska-Möller,"Toste Tanhua, Mario Hoppema",Toste Tanhua,Toste Tanhua,DOC: A. Stubbins,"C13: Are Olsen, D.Bacuch; 18O: J. Kaiser",,"CTDTMP, CTDSAL, OXYGEN, CFC-11, CFC-12, SF6, TCARBN, ALKALI, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0162432/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0162432.html,https://glodapv2-2019.geomar.de/adjustments/show/06AQ20120614
06AQ20150817,2015-08-17,2015-10-15,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0170256,06AQ20150817,Arctic,"PS-94, ARK-XXIX/3",Polarstern,Ursula Schauer,"E. Jones, A.Ulfsbo",B. Rabe,"E. Jones, A. Ulfsbo",J. van Ooijen,W. Smethie,D. Hansell,D. Bauch; many trace metals (GEOTRACES),,"CTDTMP, CTDSAL, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CFC113, SF6, TCARBN, ALKALI, PH-TOT, DOC, TDN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0170256/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0170256.html,https://glodapv2-2019.geomar.de/adjustments/show/06AQ20150817
33HQ20150809,2015-08-09,2015-10-13,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0156924,33HQ20150809,Arctic,"HLY1502, GN01, ARC01",Healy,David Kadko,Frank J. Millero,"SIO, ODF","SIO, ODF","SIO, ODF",W. Smethie,D. Hansell,"Robert Key, Ann McNichol, William Jenkins, Peter Schlosser",,"CTDTMP, CTDSAL, CTDOXY, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CH4, CFC-11, CFC-12, CFC113, SF6, TCARBN, ALKALI, PH_SWS, DOC, TDN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0156924/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0156924.html,https://glodapv2-2019.geomar.de/adjustments/show/33HQ20150809
58GS20130717,2013-07-17,2013-07-30,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0157409,58GS20130717,Arctic,75N_2013,G.O. Sars,Siv K. Lauvset,Siv K. Lauvset,,Mirjam Glessmer,Linda Fonnes,Emil Jeansson,,"Robert Key, Ann McNichol",,"CTDTMP, CTDSAL, CTDOXY, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, ALKALI, DELC14, C14ERR, DELC13",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0157409/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0157409.html,https://glodapv2-2019.geomar.de/adjustments/show/58GS20130717
58GS20160802,2016-08-02,2016-08-12,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0174834,58GS20160802,Arctic,75N_2016,G.O. Sars,"Emil Jeansson, Are Olsen",Siv K. Lauvset,Ailin Brakstad,Kristin Jackson,Linda Fonnes Lunde,Emil Jeansson,,"Yanchun He, Tore Onarheim",,"CTDTMP, CTDSAL, CTDOXY, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, SF6, TCARBN, ALKALI",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0174834/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0174834.html,https://glodapv2-2019.geomar.de/adjustments/show/58GS20160802
58HJ20120807,2012-08-07,2012-08-17,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0176290,58HJ20120807,Arctic,"IMR, Arctic 2012",Helmer Hansen,Øystein Skagseth,Are Olsen,Øystein Skagseth,Marianne Petersen,Linda Fonnes Lunde,,,G. G. Hatch,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, ALKALI, CHLORA, DELO18",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0176290/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0176290.html,https://glodapv2-2019.geomar.de/adjustments/show/58HJ20120807
77DN20070812,2007-08-12,2007-09-19,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0170966,77DN20070812,Arctic,LOMROG,Oden,Christian Marcussen,Leif G. Anderson,G. Bjork,Leif G. Anderson,,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, CFC-11, CFC-12, CFC113, CCL4, TCARBN, ALKALI, PH_TOT, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0170966/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0170966.html,https://glodapv2-2019.geomar.de/adjustments/show/77DN20070812
18SN20150920,2015-09-20,2015-10-16,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191303,18SN20150920,Arctic,JOIS2015,Louis S. St-Laurent,Bill Williams,Bill Williams,Bill Williams,Bill Williams,,,,Bill Williams,,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, TCARBN, ALKALI, DELO18",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191303/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191303.html,https://glodapv2-2020.geomar.de/adjustments/show/18SN20150920
06AQ19860627,1986-06-27,1986-12-14,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/06AQ19860627.jpg,06AQ19860627,Atlantic,ANT-V/2,Polarstern,E.Augstein,T.Takahashi,A. Gordon,"L. Gordon, J. Jennings","L. Gordon, J. Jennings",R. Weiss,,"P. Schlosser, W. Roether, H, Craig",,"CTDTMP, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TCARBN, PCO2, PCO2_TMP, TRITUM, TRITER, HELIUM, DELHE3, NEON, DELC14, C14ERR, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116642/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116642.html,https://glodapv2.geomar.de/adjustments/show/06AQ19860627
06AQ19890906,1989-09-06,1989-10-30,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/06AQ19890906.jpg,06AQ19890906,Atlantic,06AQANTVIII_2,Polarstern,Eberhard Fahrbach,,Bob Millard,J.C. Jennings,J.C. Jennings,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116645/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116645.html,https://glodapv2.geomar.de/adjustments/show/06AQ19890906
06AQ19901117,1990-11-17,1990-12-30,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117676/06AQ19901117.jpg,06AQ19901117,Atlantic,06AQANTIX_2,Polarstern,E. Fahrbach,,E. Fahrbach,,L.Gordon,,,W.Roether,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, TRITUM, TRITER, HELIUM, HELIER, DELHE3, DELHER, NEON, NEONER",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117676/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0117676.html,https://glodapv2.geomar.de/adjustments/show/06AQ19901117
06AQ19920521,1992-05-21,1992-08-05,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/06AQ19920521.jpg,06AQ19920521,Atlantic,"06AQANTX_4, ANTX/4",Polarstern,Peter Lemke,M. Hoppema,M. Schröder,M. Schröder,G. Kattner,W. Roether,,W. Roether,,"CTDTMP, CTDSAL, SALNTY, THETA, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TRITUM, HELIUM, DELHE3, NEON, TCARBN, HELIER, TRITER, NEONER, DELHER",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116641/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116641.html,https://glodapv2.geomar.de/adjustments/show/06AQ19920521
06AQ19920929,1992-09-29,1992-11-30,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/06AQ19920929.jpg,06AQ19920929,Atlantic,"06ANTX_6, ANTX/6",Polarstern,V. Smetacek,"M. Stoll, J. Rommets, H. De Baar, D.C.E. Bakker","R. Manuels, S.Ober",R. Manuels,"K. Bakker, P. Fritsche",,"A. Antia, P. Kahler, U. Bathmann",,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, NH4, TCARBN, ALKALI, DOC, DON, POC, PON, CHLORA, FLUOR, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ19920929.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117714/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0117714.html,https://glodapv2.geomar.de/adjustments/show/06AQ19920929
06AQ19921203,1992-12-03,1993-01-22,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/06AQ19921203.jpg,06AQ19921203,Atlantic,"06AQANTX_7, ANTX/7",Polarstern,E. Fahrbach,M. Hoppema,E. Fahrbach,E. Fahrbach,G. Kattner,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, THETA, NH4",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116565/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116565.html,https://glodapv2.geomar.de/adjustments/show/06AQ19921203
06AQ19960317,1996-03-17,1996-05-20,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/06AQ19960317.jpg,06AQ19960317,Atlantic,"06AQANTXIII_4, ANTXIII/4",Polarstern,E. Fahrbach,"M. Hoppema, M.Stoll",E. Fahrbach,E. Fahrbach,"K. Bakker, M. Hoppema",W. Roether,,,,"CTDTMP, CTDSAL, SALNTY, THETA, OXYGEN, SILCAT, NITRAT, PHSPHT, CFC-11, CFC-12, CFC113, CCL4, HELIUM, DELHE3, NEON, TCARBN, HELIER, NEONER, DELHER",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ19960317.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116640/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116640.html,https://glodapv2.geomar.de/adjustments/show/06AQ19960317
06AQ19980328,1998-03-28,1998-05-23,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/06AQ19980328.jpg,06AQ19980328,Atlantic,"06AQANTXV_4, WOCE SR04e",Polarstern,E. Fahrbach,"M. Hoppema, R. Bellerby",E. Fahrbach,E. Fahrbach,"K. Bakker, M. Hoppema",W. Roether,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CFC113, TCARBN, TRITUM, TRITER, HELIUM, HELIER, DELHE3, DELHER, NEON, NEONE, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ19980328.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113595/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113595.html,https://glodapv2.geomar.de/adjustments/show/06AQ19980328
06AQ20021124,2002-11-24,2003-01-23,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/ANTXX_2.jpg,06AQ20021124,Atlantic,"CLIVAR A12/SR4, ANTXX_2",Polarstern,D.K. Fütterer,"M. Hoppema, D.C.E. Bakker",M. Schroeder,W. Geibert,W. Geibert,M.Rhein,,,,"CTDTMP, CTDSAL, OXYGEN, SILCAT, NITRAT, NITRIT, CFC-12, TCARBN",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ20021124.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108068/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108068.html,https://glodapv2.geomar.de/adjustments/show/06AQ20021124
06AQ20050122,2005-01-22,2005-04-06,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/ANTXXII_3.jpg,06AQ20050122,Atlantic,"CLIVAR A12/SR4, ANT_XXII/3",Polarstern,E. Fahrbach,M. Hoppema,E. Fahrbach,M. Hoppema,"H. de Baar, M. Hoppema",,,,,"CTDTMP, CTDSAL, CTDOXY, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, BARIUM",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ20050122.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108100/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108100.html,https://glodapv2.geomar.de/adjustments/show/06AQ20050122
06AQ20060825,2006-08-25,2006-10-29,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/ANT_XXIII_7_map.jpg,06AQ20060825,Atlantic,"CLIVAR A12, ANT-XXIII_7",Polarstern,P.Lemke,S. van Heuven,"A. Wisotzki, H. Hellmer",A.Wisotzki,"S.Papadimitriou, D.Thomas","O.Huhn, M.Rhein",,O. Huhn,,"CTDTMP, CTDSAL, CTDOXY, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TCARBN, ALKALI, XMISS, HELIUM, HELIER, DELHE3, DELHER, NEON, NEONER",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ20060825.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108157/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108157.html,https://glodapv2.geomar.de/adjustments/show/06AQ20060825
06AQ20071128,2007-11-28,2008-02-04,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/A12_2007.jpg,06AQ20071128,Atlantic,"CLIVAR A12, ANT-XXIV_2",Polarstern,U. Bathmann,R. Bellerby,V. Strass,R. Bellerby,R. Bellerby,,,,,"CTDTMP, SALNTY, OXYGEN, NITRAT, TCARBN, ALKALI",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ20071128.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108067/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108067.html,https://glodapv2.geomar.de/adjustments/show/06AQ20071128
06AQ20080210,2008-02-10,2008-04-16,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/A12_ANTXXIV_3.jpg,06AQ20080210,Atlantic,"CLIVAR A12, ANT-XXIV_3",Polarstern,"E.Fahrbach, H.de Baar","H.de Baar, S. van Heuven",E. Fahrbach,E.Fahrbach,"H. de Baar, J. van Ooijen","O.Huhn, M.Rhein",,"M.Rhein, O.Huhn",,"CTDTMP, CTDSAL, CTDOXY, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TCARBN, ALKALI, HELIUM	, HELIER, DELHE3	, DELHER, NEON, NEONER, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ20080210.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108154/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108154.html,https://glodapv2.geomar.de/adjustments/show/06AQ20080210
06AQ20101128,2011-11-28,2011-02-05,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/ANT_XXVII_2.jpg,06AQ20101128,Atlantic,"CLIVAR A12, ANT_XXVII_2",Polarstern,E.Fahrbach,"M. Hoppema, E. Jones","E.Fahrbach, G. Rohardt",A.Körtzinger,"K. Bakker, M. Hoppema","O. Huhn, M. Rhein",,"R.Key, A.Mcnichol",,"CTDTMP, CTDSAL, CTDOXY, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, ALKALI, DELC14, C14ERR, DELC13, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06AQ20101128.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108155/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108155.html,https://glodapv2.geomar.de/adjustments/show/06AQ20101128
06BE20001128,2000-11-28,2000-12-27,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/06BE20001128.jpg,06BE20001128,Atlantic,"06BE152, WOCE AR04",Sonne,M. Rhein,,M. Rhein,IFM,IFM,M. Rhein,,R.Kier,,"CTDTMP, CTDSA, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TRITUM, TRITER, HELIUM, DELHE3, NEON, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06BE20001128.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115599/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115599.html,https://glodapv2.geomar.de/adjustments/show/06BE20001128
06BE20030525,2003-05-25,2003-06-13,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116705/06BE20030525.jpg,06BE20030525,Atlantic,"CLIVAR AR04_2003, 06BE200305",Sonne,M. Rhein,,R.Steinfeldt,,,R.Steinfeldt,,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, CFC-11, CFC-12, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06BE20030525.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116705/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116705.html,https://glodapv2.geomar.de/adjustments/show/06BE20030525
06GA19960613,1996-06-13,1996-06-27,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/06GA19960613.jpg,06GA19960613,Atlantic,06GA276,Gauss,A. Sy,"A.Schneider, H.Thomas",,,,,,,,"CTDTMP, SALNTY, TCARBN, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113540/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113540.html,https://glodapv2.geomar.de/adjustments/show/06GA19960613
06GA20000506,2000-05-06,2000-06-06,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/06GA20000506.jpg,06GA20000506,Atlantic,"06GA3501, WOCE AR19f",Gauss,K.P. Koltermann,"D. Wallace, C. Neill, H. Luger",K.P. Koltermann,H. Johannsen,H. Johannsen,,,,,"CTDTMP, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, ALKALI, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113946/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113946.html,https://glodapv2.geomar.de/adjustments/show/06GA20000506
06MM20060523,2006-05-23,2006-06-28,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/OVIDE_2006.jpg,06MM20060523,Atlantic,"06M220060523, MSM02-1, OVIDE 2006",M.S. Merian,P. Lherminier,"F. Perez, H. Mercier, P. Morin",H. Mercier,P. Morin,P. Morin,,,,,"CTDTMP, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, ALKALI, PH_SWS, PH_TMP",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06M220060523.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110256/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110256.html,https://glodapv2.geomar.de/adjustments/show/06MM20060523
06MM20090714,2009-07-14,2009-08-22,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/AR07W_2009_06M220090714.jpg,06MM20090714,Atlantic,"06M220090714, CLIVAR AR07W_2009, MSM12_3",M.S. Merian,M. Rhein,T. Tanhua,M. Rhein,I.Stendardo,F. Malien,,,,,"CTDTMP, CTDSAL, OXYGEN, NITRAT, NITRIT, SILCAT, PHSPHT, AMMONI, TCARBN, ALKALI",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/06MM20090714.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0109916/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0109916.html,https://glodapv2.geomar.de/adjustments/show/06MM20090714
06MT19810328,1981-03-28,1981-04-23,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116646/06MT19810328.jpg,06MT19810328,Atlantic,06MT56/5,Meteor,Wolfgang Roether,,,,,,,,,"CTDTMP, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, DELC14, C14ERR, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116646/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116646.html,https://glodapv2.geomar.de/adjustments/show/06MT19810328
